"s","val1","val2","val3","val4","val5","val6","val7"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","7201 DN","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","7201 DN","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","7201 DN","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","7201 DN","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Nederland","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Nederland","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Nederland","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Nederland","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Nederland","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Nederland","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Nederland","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Zutphen","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Zutphen","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Zutphen","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Zutphen","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Zutphen","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Zutphen","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Zutphen","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","'s Gravenhof","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","'s Gravenhof","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","'s Gravenhof","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","'s Gravenhof","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","'s Gravenhof","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","'s Gravenhof","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","'s Gravenhof","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","'s Gravenhof","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","1","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","1","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","1","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","1","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","1","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","1","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","1","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","1","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","20226467","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","20226467","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","20226467","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","20226467","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","20226467","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","20226467","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","20226467","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","20226467","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","26390","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","26390","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","26390","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","26390","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","26390","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","26390","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","26390","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","26390","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","7201 DN","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","7201 DN","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","7201 DN","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","7201 DN","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","7201 DN","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","7201 DN","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","7201 DN","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","7201 DN","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Nederland","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Nederland","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Nederland","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Nederland","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Nederland","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Nederland","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Nederland","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Nederland","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Zutphen","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Zutphen","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Zutphen","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Zutphen","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Zutphen","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Zutphen","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Zutphen","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467","'s Gravenhof"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467","1"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467","20226467"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467","26390"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467","7201 DN"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467","Nederland"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467","Zutphen"
"http://data.collectienederland.nl/resource/document/rce-beeldbank/837866ec-3f22-11e4-9dc7-3b4bf4a0ed46-a14504d7-53db-b980-a7ad-a0766c05e673","'s Gravenhof","'s Gravenhof","1","7201 DN","Zutphen","systeemkaart, Adlib priref F&D 26390, 20226467","systeemkaart, Adlib priref F&D 26390, 20226467"
